category,service,endpoint,method,path,severity,status,cls,tier,rule,problem,expected,evidence,src
security,kms,changerotateinfo,PUT,/v1/kms/transit/{key_id}/rotate-info,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: auto_rotate,static
security,kms,changestatekey,PUT,/v1/kms/transit/{key_id}/state,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: state,static
security,kms,createkey,POST,/v1/kms/transit,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: auto_rotate, description, name, purpose",static
security,kms,datakey,POST,/v1/kms/openapi/datakey/{key_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: key_type,static
security,kms,decryptdata,POST,/v1/kms/openapi/decrypt/{key_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: ciphertext,static
security,kms,encryptdata,POST,/v1/kms/openapi/encrypt/{key_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: plaintext,static
security,kms,hmac,POST,/v1/kms/openapi/hmac/{key_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: input,static
security,kms,kmssetaclcidr,PUT,/v1/kms/transit/{key_id}/acl-cidr,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: acl_cidr,static
security,kms,listkeys,GET,/v1/kms/transit,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
security,kms,listmanagedkeys,GET,/v1/managed-kms/transit,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
security,kms,rewrapdata,POST,/v1/kms/openapi/rewrap/{key_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: ciphertext,static
security,kms,signdata,POST,/v1/kms/openapi/sign/{key_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: input,static
security,kms,updatedescription,PUT,/v1/kms/transit/{key_id}/description,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: description,static
security,kms,updatemanagedkeydescription,PUT,/v1/managed-kms/transit/{key_id}/description,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: description,static
security,kms,verifydata,POST,/v1/kms/openapi/verify/{key_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: input, signature",static
security,secretsmanager,createsecretsmanager,POST,/v1/secrets,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: kms_id, name",static
security,secretsmanager,listsecretsmanager,GET,/v1/secrets,yellow,yellow,규격,본문,pagination,"목록 조회에 ?size=1을 보내도 전량 반환(size 무시 — 실측: listservertypes 121개, costexplorer listbills/listusages 각 20개 — 모두 size/page를 문서화한 API), 또는 페이징 메타(count/total) 부재로 클라이언트가 순회 종료 시점을 알 수 없음",size개만 반환 + count/page/size 메타 제공. 의도적 전량 반환 API라면 size/page 파라미터를 문서에서 제거,ignores size=1 (returned 2),runtime
security,secretsmanager,setkmsid,PUT,/v1/secrets/{secret_id}/kmsid,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: kms_id,static
security,secretsmanager,setsecretdescription,PUT,/v1/secrets/{secret_id}/description,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: description,static
security,secretsmanager,setsecretsmanagerlabel,PUT,/v1/secrets/{secret_id}/label,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
security,secretsmanager,showsecretsmanagersecretvalue,POST,/v1/secrets/{secret_id}/values,yellow,yellow,규격,본문,method-verb,엔드포인트 이름의 동사와 HTTP 메서드 불일치,"동사-메서드 정합(조회=GET, 생성=POST 등)",read-verb name but not GET (POST /v1/secrets/{secret_id}/values),static
security,secretvault,createsecretvault,POST,/v1/secretvault,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: access_key_id, acl_cidr, name",static
security,secretvault,gettemporarykey,GET,/v1/temporarykey/{secret_vault_id},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
storage,archivestorage,cancelarchiving,PUT,/v1/archiving-histories/cancel-archiving,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
storage,archivestorage,cancelrecovery,PUT,/v1/recovery-histories/cancel-recovery,yellow,yellow,문서,본문,no-success-schema,성공(2xx) 응답 스키마가 문서에 없음,2xx 응답 바디 스키마 문서화,PUT 2xx documents no schema,static
storage,archivestorage,createarchivingpolicy,POST,/v1/archiving-policies,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: archiving_source_bucket_name, object_lifecycle, object_path",static
storage,archivestorage,createbucket,POST,/v1/buckets,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: name,static
storage,archivestorage,recoverobjects,PUT,/v1/buckets/{bucket_id}/recover-objects,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: recovery_target_bucket_name,static
storage,archivestorage,recoverobjectversions,PUT,/v1/buckets/{bucket_id}/recover-object-versions,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: recovery_target_bucket_name, source_object_path, source_object_version",static
storage,archivestorage,setarchivingpolicy,PUT,/v1/archiving-policies/{archiving_policy_id},yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: object_lifecycle,static
storage,archivestorage,setarchivingpolicystate,PUT,/v1/archiving-policies/{archiving_policy_id}/state,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: state,static
storage,backup,createbackup,POST,/v1/backups,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: name, server_uuid",static
storage,backup,createbackupagent,POST,/v1/backup-agents,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: server_uuid,static
